property_url,mls,mls_id,status,style,street,unit,city,state,zip_code,beds,full_baths,half_baths,sqft,year_built,days_on_mls,list_price,list_date,sold_price,last_sold_date,lot_sqft,price_per_sqft,latitude,longitude,stories,hoa_fee,parking_garage,primary_photo
https://www.realtor.com/realestateandhomes-detail/2479161752,SJCA,ML81964461,FOR_SALE,PropertyType.SINGLE_FAMILY,3810  Mountcliffe Ct,,San Jose,CA,95136,4,2,,1752,1973,6,1538800,2024-05-10,375000,1998-09-16,6534,878,37.270331,-121.87525,1,0,2,http://ap.rdcpix.com/eab99f0b29117852e46ea96f887a0b62l-b66521540od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1111055694,SJCA,ML81965137,FOR_SALE,PropertyType.SINGLE_FAMILY,981  Wallace Dr,,San Jose,CA,95120,4,2,1,2050,1965,6,1949000,2024-05-10,,,6098,951,37.226882,-121.858965,2,0,2,http://ap.rdcpix.com/8a47857d4feac29fa44acbcc78e671e4l-m2758024od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9258523803,SJCA,ML81965133,FOR_SALE,PropertyType.MOBILE,760  Villa Teresa Way,Unit 760,San Jose,CA,95123,3,2,,1493,2015,6,549900,2024-05-10,,,,368,37.241199,-121.858681,,0,,http://ap.rdcpix.com/5c297cda67d35ec0b4ac448c4831e283l-m1319683028od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9548436497,SJCA,ML81965121,FOR_SALE,PropertyType.CONDOS,6665  Optimum Loop,,San Jose,CA,95119,4,3,1,2029,2024,6,1409900,2024-05-10,,,,695,37.240356,-121.78595,3,440,2,http://ap.rdcpix.com/dee799c42579f0c667fcc0b08edc533dl-m632968297od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9486502645,SJCA,ML81965122,FOR_SALE,PropertyType.MOBILE,1520 E Capitol Expy,Spc 82,San Jose,CA,95121,3,,,1740,2019,6,520000,2024-05-10,,,,299,37.304379,-121.813286,,0,,http://ap.rdcpix.com/0043e18e1dd68c39ea8f2fe28b09c88dl-m2436195806od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1763068848,SCCA,224049709,FOR_SALE,PropertyType.SINGLE_FAMILY,484  Broderick Dr,,San Jose,CA,95111,3,2,,1298,1973,6,1300000,2024-05-10,171000,1988-05-31,5663,1002,37.263079,-121.798373,1,0,2,http://ap.rdcpix.com/3a7e34fb734b352ad429c35563b5c726l-m340289961od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9347598892,SJCA,ML81965113,FOR_SALE,PropertyType.CONDOS,6634  Optimum Loop,,San Jose,CA,95119,3,3,,1690,2024,6,1227900,2024-05-10,,,,727,37.240639,-121.786095,2,440,2,http://ap.rdcpix.com/5a9376180688ffc6902aafbfea787d91l-m632968297od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2336089576,SJCA,ML81965107,FOR_SALE,PropertyType.SINGLE_FAMILY,4614  Royal Garden Pl,,San Jose,CA,95136,4,2,,2084,1975,6,1475000,2024-05-10,260000,1996-04-26,7405,708,37.266975,-121.84753,1,0,2,http://ap.rdcpix.com/a38f3f4cce14a3499caff92d2578efc3l-m1674322401od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/9926424514,SJCA,ML81965101,FOR_SALE,PropertyType.CONDOS,6653  Optimum Loop,,San Jose,CA,95119,2,2,1,1291,2023,6,1016900,2024-05-10,,,,788,37.240543,-121.786423,3,440,2,http://ap.rdcpix.com/5aa79849bf98611d6399c74bcd5ce058l-m3633921333od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/1369673112,SJCA,ML81965089,FOR_SALE,PropertyType.SINGLE_FAMILY,2193  Hicks Ave,,San Jose,CA,95125,3,2,,1381,1952,6,1649000,2024-05-10,615000,2012-10-12,6098,1194,37.28655,-121.900652,1,0,2,http://ap.rdcpix.com/5e9438007ef0b917feb0c14601e2aad6l-m3410213243od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2060791538,SJCA,ML81963565,FOR_SALE,PropertyType.CONDOS,732  Northrup St,Apt 123,San Jose,CA,95126,2,2,,964,1991,6,698000,2024-05-10,,,964,724,37.315306,-121.907673,,425,1,http://ap.rdcpix.com/a797651dc41e9237dbb3a389750306b2l-m4004637804od-w480_h360_x2.webp?w=1080&q=75
https://www.realtor.com/realestateandhomes-detail/2299069268,SJCA,ML81965078,FOR_SALE,PropertyType.TOWNHOMES,718  Avenue One,,San Jose,CA,95123,3,3,1,1712,2015,6,1175000,2024-05-10,744500,2015-11-30,,686,37.243271,-121.797589,3,411,2,http://ap.rdcpix.com/8005c9b2e74436b59b6f644de35a7106l-m4186693773od-w480_h360_x2.webp?w=1080&q=75
